date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,age,is_renovated,price_per_sqft,total_rooms,price_log,sqft_living_log,sqft_lot_log,sqft_above_log,sqft_basement_log,city_Seattle,city_Renton,city_Bellevue,city_Redmond,city_Kirkland,city_Issaquah,city_Kent,city_Auburn,city_Sammamish,city_Federal Way
2014-05-02,242500.0,3,1.5,1200.0,9720.0,1.0,0,0,4,1200.0,0.0,1965,,Kent,49,0,202.08333333333334,4.5,12.398761113062513,7.0909098220799835,9.18204377282107,7.0909098220799835,0.0,0,0,0,0,0,0,1,0,0,0
2014-05-02,419000.0,3,1.5,1570.0,6700.0,1.0,0,0,4,1570.0,0.0,1956,,Bellevue,58,0,266.8789808917197,4.5,12.945628585536271,7.359467638255621,8.81001204797317,7.359467638255621,0.0,0,0,1,0,0,0,0,0,0,0
2014-05-02,367500.0,4,3.0,3110.0,7231.0,2.0,0,0,3,3110.0,0.0,1997,,Auburn,17,0,118.16720257234726,7.0,12.814481318719762,8.042699496897637,8.886270902072013,8.042699496897637,0.0,0,0,0,0,0,0,0,1,0,0
2014-05-02,257950.0,3,1.75,1370.0,5858.0,1.0,0,0,3,1370.0,0.0,1987,2000.0,Des Moines,27,1,188.28467153284672,4.75,12.460524923385575,7.223295679562314,8.675734219544788,7.223295679562314,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,275000.0,3,1.5,1180.0,10277.0,1.0,0,0,3,1180.0,0.0,1983,2009.0,North Bend,31,1,233.05084745762713,4.5,12.524530013005734,7.074116816197362,9.237760967552175,7.074116816197362,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,750000.0,3,1.75,2240.0,10578.0,2.0,0,0,5,1550.0,690.0,1923,,Seattle,91,0,334.82142857142856,4.75,13.527829818844937,7.714677473800927,9.266626182986775,7.346655163176539,6.53813982376767,1,0,0,0,0,0,0,0,0,0
2014-05-02,435000.0,4,1.0,1450.0,8800.0,1.0,0,0,4,1450.0,0.0,1954,1979.0,Bellevue,60,1,300.0,5.0,12.983103608918753,7.280008252884188,9.082620630373812,7.280008252884188,0.0,0,0,1,0,0,0,0,0,0,0
2014-05-02,626000.0,3,2.25,1750.0,1572.0,2.5,0,0,3,1470.0,280.0,2005,,Seattle,9,0,357.7142857142857,5.25,13.347107247525049,7.467942332285852,7.360739903058278,7.293697720601438,5.638354669333745,1,0,0,0,0,0,0,0,0,0
2014-05-02,612500.0,4,2.5,2730.0,12261.0,2.0,0,0,3,2730.0,0.0,1991,,Bothell,23,0,224.35897435897436,6.5,13.325305854052747,7.912423121473705,9.414260328322634,7.912423121473705,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,495000.0,4,1.75,1600.0,6380.0,1.0,0,0,3,1130.0,470.0,1959,1989.0,Seattle,55,1,309.375,5.75,13.112315061750808,7.3783837129967145,8.761080103868347,7.030857476116121,6.154858094016418,1,0,0,0,0,0,0,0,0,0
2014-05-02,285000.0,3,2.5,2090.0,10834.0,1.0,0,0,4,1360.0,730.0,1987,,Federal Way,27,0,136.36363636363637,5.5,12.560247968016562,7.645397699428633,9.29053691397046,7.215975002651466,6.594413459749778,0,0,0,0,0,0,0,0,0,1
2014-05-02,615000.0,3,1.75,2360.0,7291.0,1.0,0,0,4,1360.0,1000.0,1948,,Seattle,66,0,260.59322033898303,4.75,13.329379172803593,7.766840537085513,8.894533135798554,7.215975002651466,6.90875477931522,1,0,0,0,0,0,0,0,0,0
2014-05-02,698000.0,4,2.25,2200.0,11250.0,1.5,0,0,5,1300.0,900.0,1920,,Kirkland,94,0,317.27272727272725,6.25,13.455975814408239,7.696667081526462,9.328212292571072,7.170888478512505,6.803505257608338,0,0,0,0,1,0,0,0,0,0
2014-05-02,675000.0,5,2.5,2820.0,20002.0,2.0,0,0,3,2820.0,0.0,1979,2014.0,Issaquah,35,1,239.36170212765958,7.5,13.42246945133505,7.944846711001996,9.903637541287253,7.944846711001996,0.0,0,0,0,0,0,1,0,0,0,0
2014-05-02,790000.0,3,2.5,2600.0,4750.0,1.0,0,0,4,1700.0,900.0,1951,1999.0,Seattle,63,1,303.84615384615387,5.5,13.579789490265188,7.8636512654486515,8.46611040118692,7.438971592395862,6.803505257608338,1,0,0,0,0,0,0,0,0,0
2014-05-02,382500.0,4,1.75,1560.0,8700.0,1.0,0,0,4,1560.0,0.0,1967,,Kirkland,47,0,245.19230769230768,5.75,12.854486546624395,7.353081920515432,9.071193240566025,7.353081920515432,0.0,0,0,0,0,1,0,0,0,0,0
2014-05-02,499950.0,4,2.5,2860.0,3345.0,2.0,0,0,3,2190.0,670.0,2004,2003.0,Woodinville,10,1,174.80769230769232,6.5,13.122265372602016,7.95892649305011,8.11552088154677,7.692113339595466,6.508769136971682,0,0,0,0,0,0,0,0,0,0
2014-05-02,650000.0,4,2.0,1820.0,5000.0,1.5,0,1,3,1640.0,180.0,1945,2010.0,Seattle,69,1,357.14285714285717,6.0,13.384729180332174,7.507141079727608,8.517393171418904,7.403061091090091,5.198497031265826,1,0,0,0,0,0,0,0,0,0
2014-05-02,625000.0,4,2.5,2820.0,8408.0,2.0,0,0,3,2820.0,0.0,2014,,Shoreline,0,0,221.63120567375887,6.5,13.345508528717259,7.944846711001996,9.037057839832897,7.944846711001996,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,400000.0,4,2.5,3630.0,20002.0,1.5,0,0,3,2300.0,1330.0,1979,2014.0,Auburn,35,1,110.19283746556474,6.5,12.899222326086994,8.197263371414335,9.903637541287253,7.741099090035366,7.193685818395112,0,0,0,0,0,0,0,1,0,0
2014-05-02,604000.0,3,2.5,3240.0,20002.0,2.0,0,2,3,3240.0,0.0,1995,,Federal Way,19,0,186.41975308641975,5.5,13.311331132544721,8.083637203141548,9.903637541287253,8.083637203141548,0.0,0,0,0,0,0,0,0,0,0,1
2014-05-02,440000.0,2,1.0,800.0,4850.0,1.0,0,0,4,800.0,0.0,1944,,Seattle,70,0,550.0,3.0,12.994532278619134,6.68586094706836,8.486940148245216,6.68586094706836,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-02,287200.0,3,3.0,1850.0,19966.0,1.0,0,0,4,1090.0,760.0,1992,,Maple Valley,22,0,155.24324324324326,6.0,12.567937598044296,7.523481312573497,9.901836189786897,6.994849985833071,6.634633357861686,0,0,0,0,0,0,0,0,0,0
2014-05-02,403000.0,3,2.0,1960.0,13100.0,1.0,0,2,5,1650.0,310.0,1957,,Normandy Park,57,0,205.6122448979592,5.0,12.90669432231532,7.581209826196346,9.48044384215367,7.409136443920128,5.739792912179234,0,0,0,0,0,0,0,0,0,0
2014-05-02,750000.0,3,2.5,2390.0,6550.0,1.0,0,2,4,1440.0,950.0,1955,2009.0,Seattle,59,1,313.8075313807531,5.5,13.527829818844937,7.779466967458324,8.787372988731876,7.273092595999522,6.85751406254539,1,0,0,0,0,0,0,0,0,0
2014-05-02,335000.0,3,2.25,1580.0,16215.0,1.0,0,0,4,1580.0,0.0,1978,2000.0,Fall City,36,1,212.0253164556962,5.25,12.721888795877375,7.365812837209472,9.693753688131835,7.365812837209472,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,260000.0,4,2.0,1480.0,8625.0,1.0,0,0,4,1480.0,0.0,1974,,Renton,40,0,175.67567567567568,6.0,12.468440756144114,7.300472814267799,9.062536177207788,7.300472814267799,0.0,0,1,0,0,0,0,0,0,0,0
2014-05-02,308500.0,2,1.0,850.0,6174.0,1.0,0,0,4,850.0,0.0,1950,1983.0,Shoreline,64,1,362.94117647058823,3.0,12.639480363813412,6.7464121285733745,8.728264161496178,6.7464121285733745,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,439950.0,3,2.5,1770.0,2875.0,2.0,0,0,3,1770.0,0.0,1990,2009.0,Seattle,24,1,248.5593220338983,5.5,12.99441863605669,7.479299637782834,7.964155718840937,7.479299637782834,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-02,235000.0,2,1.0,1210.0,9400.0,1.0,0,0,2,1210.0,0.0,1949,,Seattle,65,0,194.21487603305786,3.0,12.367345048436391,7.099201743553092,9.148571345578551,7.099201743553092,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-02,315000.0,3,1.0,1160.0,9180.0,1.0,0,0,3,1160.0,0.0,1968,1997.0,Woodinville,46,1,271.55172413793105,4.0,12.660331092405906,7.057036981697891,9.1248914101437,7.057036981697891,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,437500.0,3,2.25,1970.0,20002.0,2.0,0,0,4,1970.0,0.0,1977,,Issaquah,37,0,222.08121827411168,5.25,12.988834270491479,7.58629630715272,9.903637541287253,7.58629630715272,0.0,0,0,0,0,0,1,0,0,0,0
2014-05-02,407500.0,3,2.5,1930.0,10460.0,2.0,0,0,3,1930.0,0.0,1996,,Renton,18,0,211.13989637305698,5.5,12.917798665647773,7.565793282428515,9.25540933534376,7.565793282428515,0.0,0,1,0,0,0,0,0,0,0,0
2014-05-02,445700.0,3,2.5,1270.0,1180.0,3.0,0,0,3,1270.0,0.0,2001,,Seattle,13,0,350.9448818897638,5.5,13.007403602593786,7.147559271189454,7.074116816197362,7.147559271189454,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-02,838000.0,4,2.5,3310.0,20002.0,2.0,0,0,3,3310.0,0.0,2001,,Redmond,13,0,253.17220543806647,6.5,13.63877457278093,8.105005537547246,9.903637541287253,8.105005537547246,0.0,0,0,0,1,0,0,0,0,0,0
2014-05-02,630000.0,4,2.75,2710.0,20002.0,2.0,0,0,3,2710.0,0.0,2000,,Issaquah,14,0,232.47232472324723,6.75,13.353476685668044,7.905072849498666,9.903637541287253,7.905072849498666,0.0,0,0,0,0,0,1,0,0,0,0
2014-05-02,550000.0,3,1.75,2910.0,20002.0,1.5,0,0,3,2910.0,0.0,1979,2014.0,Sammamish,35,1,189.00343642611685,4.75,13.217675375388819,7.976251943745623,9.903637541287253,7.976251943745623,0.0,0,0,0,0,0,0,0,0,1,0
2014-05-02,805000.0,3,2.0,2710.0,4500.0,1.5,0,0,4,1880.0,830.0,1929,,Seattle,85,0,297.0479704797048,5.0,13.598598798635953,7.905072849498666,8.412054873292933,7.53955882930103,6.7226297948554485,1,0,0,0,0,0,0,0,0,0
2014-05-02,284000.0,3,1.75,1800.0,20002.0,1.0,0,0,3,1800.0,0.0,1968,1997.0,Carnation,46,1,157.77777777777777,4.75,12.556733038263905,7.496097345175956,9.903637541287253,7.496097345175956,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,470000.0,5,2.5,2210.0,9655.0,1.0,0,0,3,1460.0,750.0,1976,,Bothell,38,0,212.66968325791856,7.5,13.060490101343552,7.701200180857446,9.175334762777368,7.2868764117507,6.621405651764134,0,0,0,0,0,0,0,0,0,0
2014-05-02,430000.0,4,1.5,1920.0,10000.0,1.0,0,0,4,1070.0,850.0,1954,1979.0,Bellevue,60,1,223.95833333333334,5.5,12.971542813248437,7.560601162768557,9.210440366976517,6.976348070447749,6.7464121285733745,0,0,1,0,0,0,0,0,0,0
2014-05-02,491500.0,4,1.75,2190.0,20002.0,1.0,0,2,3,2190.0,0.0,1968,1997.0,Auburn,46,1,224.42922374429224,5.75,13.105219253155285,7.692113339595466,9.903637541287253,7.692113339595466,0.0,0,0,0,0,0,0,0,1,0,0
2014-05-02,785000.0,5,3.25,3660.0,11995.0,2.0,0,2,3,3660.0,0.0,2006,,Snoqualmie,8,0,214.4808743169399,8.25,13.573440270649085,8.205491613120236,9.392328539868899,8.205491613120236,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,385000.0,3,3.25,1320.0,1327.0,2.0,0,0,3,1040.0,280.0,2008,,Seattle,6,0,291.6666666666667,6.25,12.861001210669146,7.186144304522325,7.191429330036379,6.947937068614969,5.638354669333745,1,0,0,0,0,0,0,0,0,0
2014-05-02,295000.0,2,2.5,1630.0,1368.0,2.0,0,0,3,1280.0,350.0,2009,,Seattle,5,0,180.98159509202455,4.5,12.59473402514672,7.396948602621014,7.221835825288449,7.155396301896734,5.860786223465865,1,0,0,0,0,0,0,0,0,0
2014-05-02,555000.0,4,2.5,3310.0,6500.0,2.0,0,0,3,3310.0,0.0,2012,1912.0,Snoqualmie,2,1,167.67371601208458,6.5,13.22672519452875,8.105005537547246,8.77971129020447,8.105005537547246,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,459990.0,3,2.5,2680.0,5539.0,2.0,0,0,3,2680.0,0.0,2013,1923.0,North Bend,1,1,171.63805970149255,5.5,13.038962203056485,7.893945138235959,8.61974977974133,7.893945138235959,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-02,625000.0,4,3.25,2730.0,20002.0,1.0,0,0,3,1560.0,1170.0,2007,,Renton,7,0,228.93772893772893,7.25,13.345508528717259,7.912423121473705,9.903637541287253,7.353081920515432,7.065613363597717,0,1,0,0,0,0,0,0,0,0
2014-05-02,300000.0,3,2.5,2540.0,5050.0,2.0,0,0,3,2540.0,0.0,2006,,Kent,8,0,118.11023622047244,5.5,12.611541086966115,7.840312983320164,8.527341522468053,7.840312983320164,0.0,0,0,0,0,0,0,1,0,0,0
2014-05-03,625000.0,4,2.75,2920.0,6605.0,2.0,0,0,3,2920.0,0.0,2012,1912.0,Renton,2,1,214.04109589041096,6.75,13.345508528717259,7.979681302387741,8.795733605950735,7.979681302387741,0.0,0,1,0,0,0,0,0,0,0,0
2014-05-03,553000.0,2,1.0,900.0,5000.0,1.0,0,0,3,900.0,0.0,1944,,Seattle,70,0,614.4444444444445,3.0,13.223115088821102,6.803505257608338,8.517393171418904,6.803505257608338,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-03,379880.0,3,2.5,1650.0,14054.0,1.0,0,0,4,1130.0,520.0,1986,,Issaquah,28,0,230.23030303030302,5.5,12.847613324763659,7.409136443920128,9.550733483340633,7.030857476116121,6.255750041753367,0,0,0,0,0,1,0,0,0,0
2014-05-03,310000.0,3,1.0,1010.0,9945.0,1.0,0,0,4,1010.0,0.0,1973,,Snoqualmie,41,0,306.9306930693069,4.0,12.644330802262578,6.918695219020472,9.204925739274683,6.918695219020472,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-04,775000.0,2,2.5,2680.0,7392.0,1.0,0,0,3,2680.0,0.0,2004,2003.0,Redmond,10,1,289.17910447761193,4.5,13.560619598657233,7.893945138235959,8.9082888855571,7.893945138235959,0.0,0,0,0,1,0,0,0,0,0,0
2014-05-04,365000.0,3,2.5,2200.0,7350.0,1.0,0,0,5,1570.0,630.0,1988,,Renton,26,0,165.9090909090909,5.5,12.807655372286902,7.696667081526462,8.902591637374087,7.359467638255621,6.447305862541213,0,1,0,0,0,0,0,0,0,0
2014-05-04,331950.0,4,2.5,2530.0,9933.0,2.0,0,2,3,2010.0,520.0,1990,2009.0,Auburn,24,1,131.20553359683794,6.5,12.712742646644651,7.836369760545124,9.203718495667296,7.606387389772652,6.255750041753367,0,0,0,0,0,0,0,1,0,0
2014-05-04,783500.0,3,2.5,2850.0,7130.0,2.0,0,0,3,1990.0,860.0,1980,,Seattle,34,0,274.9122807017544,5.5,13.571527617101584,7.955425088912672,8.872206756028303,7.596392304064196,6.7580945044277305,1,0,0,0,0,0,0,0,0,0
2014-05-04,628000.0,4,2.0,2280.0,6010.0,1.0,0,0,3,1140.0,1140.0,1900,2005.0,Seattle,114,1,275.43859649122805,6.0,13.350297037805756,7.732369222284388,8.701346403039162,7.039660349862076,7.039660349862076,1,0,0,0,0,0,0,0,0,0
2014-05-05,560000.0,3,2.5,1900.0,8744.0,2.0,0,0,3,1900.0,0.0,1987,2000.0,Sammamish,27,1,294.7368421052632,5.5,13.235693848424024,7.550135342488429,9.076237387452702,7.550135342488429,0.0,0,0,0,0,0,0,0,0,1,0
2014-05-05,900000.0,3,1.0,1330.0,20002.0,1.0,0,0,3,1330.0,0.0,1928,1954.0,Kirkland,86,1,676.6917293233083,4.0,13.710151153416941,7.193685818395112,9.903637541287253,7.193685818395112,0.0,0,0,0,0,1,0,0,0,0,0
2014-05-05,531000.0,2,3.0,1270.0,1175.0,2.0,0,0,3,1110.0,160.0,2000,,Seattle,14,0,418.1102362204724,5.0,13.182519183461475,7.147559271189454,7.069874128458572,7.01301578963963,5.081404364984463,1,0,0,0,0,0,0,0,0,0
2014-05-05,831000.0,4,3.0,2170.0,4000.0,2.0,0,0,4,1610.0,560.0,1982,2011.0,Seattle,32,1,382.94930875576034,7.0,13.630386277206295,7.682943169878292,8.294299608857235,7.384610383176974,6.329720905522696,1,0,0,0,0,0,0,0,0,0
2014-05-05,780000.0,4,2.5,2730.0,10281.0,2.0,0,2,3,2730.0,0.0,1996,,Sammamish,18,0,285.7142857142857,6.5,13.567050480716235,7.912423121473705,9.23815007261545,7.912423121473705,0.0,0,0,0,0,0,0,0,0,1,0
2014-05-05,755000.0,4,2.5,2120.0,10202.0,1.0,0,0,4,1620.0,500.0,1960,2001.0,Bellevue,54,1,356.1320754716981,6.5,13.534474352733596,7.659642954564682,9.230437073675304,7.390798521735676,6.2166061010848646,0,0,1,0,0,0,0,0,0,0
2014-05-05,705380.0,3,2.5,2490.0,4343.0,2.0,0,0,3,2490.0,0.0,2003,,Issaquah,11,0,283.285140562249,5.5,13.466493361349034,7.820439515262181,8.37655086161377,7.820439515262181,0.0,0,0,0,0,0,1,0,0,0,0
2014-05-05,627000.0,4,2.25,1990.0,7712.0,1.0,0,0,3,1210.0,780.0,1973,2013.0,Issaquah,41,1,315.0753768844221,6.25,13.348703414510117,7.596392304064196,8.950662495933999,7.099201743553092,6.660575149839686,0,0,0,0,0,1,0,0,0,0
2014-05-05,865000.0,4,3.0,3690.0,9892.0,2.0,0,0,3,3690.0,0.0,1998,2006.0,Sammamish,16,1,234.41734417344173,7.0,13.670485941982712,8.213652703029998,9.199582715323222,8.213652703029998,0.0,0,0,0,0,0,0,0,0,1,0
2014-05-05,580000.0,2,1.0,2540.0,7000.0,1.0,0,0,5,1320.0,1220.0,1942,,Seattle,72,0,228.3464566929134,3.0,13.270785106659046,7.840312983320164,8.853808274977197,7.186144304522325,7.107425474110705,1,0,0,0,0,0,0,0,0,0
2014-05-05,410000.0,3,2.25,1800.0,20002.0,1.0,0,0,4,1360.0,440.0,1978,2000.0,Issaquah,36,1,227.77777777777777,5.25,12.923914877701906,7.496097345175956,9.903637541287253,7.215975002651466,6.089044875446846,0,0,0,0,0,1,0,0,0,0
2014-05-05,485000.0,4,3.0,2340.0,7048.0,1.0,0,0,4,1340.0,1000.0,1979,,Kirkland,35,0,207.26495726495727,7.0,13.091906231773164,7.75833346749091,8.860641041773876,7.201170883281678,6.90875477931522,0,0,0,0,1,0,0,0,0,0
2014-05-05,400000.0,2,1.75,2110.0,9519.0,1.0,0,0,2,2110.0,0.0,1948,,Shoreline,66,0,189.5734597156398,3.75,12.899222326086994,7.65491704784832,9.161150127785412,7.65491704784832,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-05,549000.0,2,1.0,1140.0,5400.0,1.0,0,0,5,1140.0,0.0,1908,,Seattle,106,0,481.57894736842104,3.0,13.215855541983634,7.039660349862076,8.594339400592892,7.039660349862076,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-05,620000.0,3,1.75,1480.0,2185.0,2.5,0,0,3,1480.0,0.0,2005,,Kirkland,9,0,418.9189189189189,4.75,13.3374763699232,7.300472814267799,7.689828668736484,7.300472814267799,0.0,0,0,0,0,1,0,0,0,0,0
2014-05-05,405000.0,2,3.0,1410.0,1240.0,2.0,0,0,3,1140.0,270.0,2006,,Seattle,8,0,287.2340425531915,5.0,12.91164481522143,7.252053951852814,7.123672785204607,7.039660349862076,5.602118820879701,1,0,0,0,0,0,0,0,0,0
2014-05-05,232000.0,2,1.0,1200.0,8063.0,1.0,0,0,4,1200.0,0.0,1958,1972.0,Des Moines,56,1,193.33333333333334,3.0,12.354496960983985,7.0909098220799835,8.99516499031115,7.0909098220799835,0.0,0,0,0,0,0,0,0,0,0,0
2014-05-05,800866.0,5,2.5,3180.0,13806.0,2.0,0,0,4,3180.0,0.0,1990,,Kirkland,24,0,251.8446540880503,7.5,13.593450169816983,8.064950891749143,9.532930988916153,8.064950891749143,0.0,0,0,0,0,1,0,0,0,0,0
2014-05-05,650000.0,3,1.5,2160.0,9000.0,1.0,0,2,4,1400.0,760.0,1949,1985.0,Seattle,65,1,300.9259259259259,4.5,13.384729180332174,7.6783263565068856,9.105090961257085,7.244941546337007,6.634633357861686,1,0,0,0,0,0,0,0,0,0
2014-05-05,823000.0,6,1.75,2920.0,5000.0,2.5,0,0,4,2780.0,140.0,1908,,Seattle,106,0,281.8493150684931,7.75,13.620712694725297,7.979681302387741,8.517393171418904,7.930565854233965,4.948759890378168,1,0,0,0,0,0,0,0,0,0
2014-05-05,770000.0,3,2.0,2350.0,5700.0,1.5,0,0,4,1810.0,540.0,1939,1989.0,Seattle,75,1,327.6595744680851,5.0,13.554147092530322,7.762596048540069,8.648396877031582,7.501634457883413,6.293419278846481,1,0,0,0,0,0,0,0,0,0
2014-05-05,524000.0,3,1.75,1560.0,5520.0,1.0,0,0,4,780.0,780.0,1944,,Seattle,70,0,335.8974358974359,4.75,13.169248871698304,7.353081920515432,8.616314282284044,6.660575149839686,6.660575149839686,1,0,0,0,0,0,0,0,0,0
2014-05-05,541125.0,5,2.75,2740.0,8426.0,1.0,0,0,4,1370.0,1370.0,1960,2001.0,Bellevue,54,1,197.49087591240877,7.75,13.201407432744421,7.916078096302786,9.039196115772354,7.223295679562314,7.223295679562314,0,0,1,0,0,0,0,0,0,0
2014-05-05,670000.0,3,2.5,1680.0,2000.0,3.0,0,0,3,1680.0,0.0,1909,1998.0,Seattle,105,1,398.8095238095238,5.5,13.415034483903348,7.427144133408616,7.601402334583733,7.427144133408616,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-05,384900.0,5,2.5,3090.0,12750.0,1.0,0,0,3,1750.0,1340.0,1968,1997.0,Federal Way,46,1,124.5631067961165,7.5,12.860741437345885,8.036249942132116,9.453364978883542,7.467942332285852,7.201170883281678,0,0,0,0,0,0,0,0,0,1
2014-05-05,406100.0,3,2.25,1410.0,1332.0,3.0,0,0,3,1410.0,0.0,2005,,Seattle,9,0,288.01418439716315,5.25,12.91435717611903,7.252053951852814,7.195187320178709,7.252053951852814,0.0,1,0,0,0,0,0,0,0,0,0
2014-05-05,1153093.75,5,3.5,4010.0,8510.0,2.0,0,1,5,2850.0,1160.0,1971,,Seattle,43,0,287.55455112219454,8.5,13.957959972804606,8.296795865770052,9.049114723476961,7.955425088912672,7.057036981697891,1,0,0,0,0,0,0,0,0,0
2014-05-05,736500.0,4,2.5,3180.0,20002.0,2.0,0,3,3,3180.0,0.0,2000,,Renton,14,0,231.60377358490567,6.5,13.509665872657152,8.064950891749143,9.903637541287253,8.064950891749143,0.0,0,1,0,0,0,0,0,0,0,0
2014-05-05,570000.0,3,2.25,2010.0,6000.0,1.0,0,0,3,1330.0,680.0,1975,,Redmond,39,0,283.5820895522388,5.25,13.25339339419516,7.606387389772652,8.699681400989514,7.193685818395112,6.523562306149512,0,0,0,1,0,0,0,0,0,0
