date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,country,view_1,view_2,view_3,view_4,condition_2,condition_3,condition_4,condition_5,city_Kirkland,city_Other,city_Redmond,city_Renton,city_Seattle,Month,Year,House_Age,Years_Since_Renovation,Total_Sqft,Living_Area_Ratio,Bath_Per_Bed,Sqft_Per_Bed,Price_Per_Sqft,Living_Area_Ratio_Log,condition_Log,sqft_above_Log,sqft_lot_Log,Total_Sqft_Log,sqft_living_Log,floors_Log,yr_built_Log,yr_renovated_Log
2014-05-02,242500.0,3,1.5,1200,9720,1.0,0,0,4,1200,0,1965,1965,14034 SE 201st St,WA 98042,USA,False,False,False,False,False,False,True,False,False,True,False,False,False,5,2014,49,49,10920,0.12345679012345678,0.5,400.0,202.08333333333334,0.11641035184441127,1.6094379124341003,7.0909098220799835,9.18204377282107,9.298442820197728,7.0909098220799835,0.6931471805599453,7.583756300707112,7.583756300707112
2014-05-02,419000.0,3,1.5,1570,6700,1.0,0,0,4,1570,0,1956,1956,15424 SE 9th St,WA 98007,USA,False,False,False,False,False,False,True,False,False,False,False,False,False,5,2014,58,58,8270,0.23432835820895523,0.5,523.3333333333334,266.8789808917197,0.21052698263867958,1.6094379124341003,7.359467638255621,8.81001204797317,9.020510699691906,7.359467638255621,0.6931471805599453,7.579167967396076,7.579167967396076
2014-05-02,367500.0,4,3.0,3110,7231,2.0,0,0,3,3110,0,1997,1997,11224 SE 306th Pl,WA 98092,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,17,17,10341,0.430092656617342,0.75,777.5,118.16720257234726,0.3577392370100232,1.3862943611198906,8.042699496897637,8.886270902072013,9.243968552956167,8.042699496897637,1.0986122886681098,7.599901959208498,7.599901959208498
2014-05-02,257950.0,3,1.75,1370,5858,1.0,0,0,3,1370,0,1987,2000,1605 S 245th Pl,WA 98198,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,27,14,7228,0.23386821440764766,0.5833333333333334,456.6666666666667,188.28467153284672,0.21015412432444033,1.3862943611198906,7.223295679562314,8.675734219544788,8.885855993000296,7.223295679562314,0.6931471805599453,7.59488438721652,7.601402334583733
2014-05-02,275000.0,3,1.5,1180,10277,1.0,0,0,3,1180,0,1983,2009,12425 415th Ave SE,WA 98045,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,31,5,11457,0.11481949985404301,0.5,393.3333333333333,233.05084745762713,0.10869250826855281,1.3862943611198906,7.074116816197362,9.237760967552175,9.346443454968522,7.074116816197362,0.6931471805599453,7.592870287844818,7.605890001053122
2014-05-02,750000.0,3,1.75,2240,10578,2.0,0,0,5,1550,690,1923,1923,3225 NE 92nd St,WA 98115,USA,False,False,False,False,False,False,False,True,False,False,False,False,True,5,2014,91,91,12818,0.21176025713745508,0.5833333333333334,746.6666666666666,334.82142857142856,0.19207406043824693,1.791759469228055,7.346655163176539,9.266626182986775,9.458683724312134,7.714677473800927,1.0986122886681098,7.562161631225652,7.562161631225652
2014-05-02,435000.0,4,1.0,1450,8800,1.0,0,0,4,1450,0,1954,1979,3922 154th Ave SE,WA 98006,USA,False,False,False,False,False,False,True,False,False,False,False,False,False,5,2014,60,35,10250,0.16477272727272727,0.25,362.5,300.0,0.1525259841002564,1.6094379124341003,7.280008252884188,9.082620630373812,9.235130540783402,7.280008252884188,0.6931471805599453,7.578145472419466,7.590852123688581
2014-05-02,626000.0,3,2.25,1750,1572,2.5,0,0,3,1470,280,2005,2005,3140 Franklin Ave E,WA 98102,USA,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,9,9,3322,1.11323155216285,0.75,583.3333333333334,357.7142857142857,0.7482183171840884,1.3862943611198906,7.293697720601438,7.360739903058278,8.108623268354595,7.467942332285852,1.252762968495368,7.603897968521881,7.603897968521881
2014-05-02,612500.0,4,2.5,2730,12261,2.0,0,0,3,2730,0,1991,1991,10212 NE 156th Pl,WA 98011,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,23,23,14991,0.22265720577440665,0.625,682.5,224.35897435897436,0.20102652777992772,1.3862943611198906,7.912423121473705,9.414260328322634,9.615272004478204,7.912423121473705,1.0986122886681098,7.596894438144544,7.596894438144544
2014-05-02,495000.0,4,1.75,1600,6380,1.0,0,0,3,1130,470,1959,1989,2021 NE 100th St,WA 98125,USA,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,55,25,7980,0.2507836990595611,0.4375,400.0,309.375,0.22377031410501885,1.3862943611198906,7.030857476116121,8.761080103868347,8.984818995876008,7.3783837129967145,0.6931471805599453,7.580699752224563,7.595889917718538
2014-05-02,285000.0,3,2.5,2090,10834,1.0,0,0,4,1360,730,1987,1987,27736 23rd Avenue South,WA 98003,USA,False,False,False,False,False,False,True,False,False,True,False,False,False,5,2014,27,27,12924,0.19291120546427912,0.8333333333333334,696.6666666666666,136.36363636363637,0.17639671072654467,1.6094379124341003,7.215975002651466,9.29053691397046,9.46691869937663,7.645397699428633,0.6931471805599453,7.59488438721652,7.59488438721652
2014-05-02,615000.0,3,1.75,2360,7291,1.0,0,0,4,1360,1000,1948,1948,8436-8438 41st Ave SW,WA 98136,USA,False,False,False,False,False,False,True,False,False,False,False,False,True,5,2014,66,66,9651,0.3236867370731038,0.5833333333333334,786.6666666666666,260.59322033898303,0.28042082610070573,1.6094379124341003,7.215975002651466,8.894533135798554,9.174920426744922,7.766840537085513,0.6931471805599453,7.575071699507561,7.575071699507561
2014-05-02,698000.0,4,2.25,2200,11250,1.5,0,0,5,1300,900,1920,1920,1036 4th St,WA 98033,USA,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2014,94,94,13450,0.19555555555555557,0.5625,550.0,317.27272727272725,0.178610977397419,1.791759469228055,7.170888478512505,9.328212292571072,9.506808731708581,7.696667081526462,0.9162907318741551,7.560601162768557,7.560601162768557
2014-05-02,675000.0,5,2.5,2820,20002,2.0,0,0,3,2820,0,1979,2014,23525 SE 32nd Way,WA 98029,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,35,0,22822,0.140985901409859,0.5,564.0,239.36170212765958,0.13189271445816364,1.3862943611198906,7.944846711001996,9.903637541287253,10.035524078403878,7.944846711001996,1.0986122886681098,7.590852123688581,7.608374474380783
2014-05-02,790000.0,3,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1999,3314 NW 75th St,WA 98117,USA,False,False,False,False,False,False,True,False,False,False,False,False,True,5,2014,63,15,7350,0.5473684210526316,0.8333333333333334,866.6666666666666,303.84615384615387,0.4365556951781955,1.6094379124341003,7.438971592395862,8.46611040118692,8.902591637374087,7.8636512654486515,0.6931471805599453,7.5766097669730375,7.600902459542082
2014-05-02,382500.0,4,1.75,1560,8700,1.0,0,0,4,1560,0,1967,1967,14104 119th Ave NE,WA 98034,USA,False,False,False,False,False,False,True,False,True,False,False,False,False,5,2014,47,47,10260,0.1793103448275862,0.4375,390.0,245.19230769230768,0.16492981408208546,1.6094379124341003,7.353081920515432,9.071193240566025,9.236105579862208,7.353081920515432,0.6931471805599453,7.584773077612199,7.584773077612199
2014-05-02,499950.0,4,2.5,2860,3345,2.0,0,0,3,2190,670,2004,2003,20120 137th Ave NE,WA 98072,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,10,11,6205,0.8550074738415545,0.625,715.0,174.80769230769232,0.6178887250763787,1.3862943611198906,7.692113339595466,8.11552088154677,8.733271845008325,7.95892649305011,1.0986122886681098,7.60339933974067,7.602900462204755
2014-05-02,650000.0,4,2.0,1820,5000,1.5,0,1,3,1640,180,1945,2010,7201-7399 55th Ave NE,WA 98115,USA,True,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,69,4,6820,0.364,0.5,455.0,357.14285714285717,0.3104215594212703,1.3862943611198906,7.403061091090091,8.517393171418904,8.82776136765472,7.507141079727608,0.9162907318741551,7.57353126274595,7.606387389772652
2014-05-02,625000.0,4,2.5,2820,8408,2.0,0,0,3,2820,0,2014,2014,17052 4th Ave NE,WA 98155,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,0,0,11228,0.33539486203615604,0.625,705.0,221.63120567375887,0.2892270249249861,1.3862943611198906,7.944846711001996,9.037057839832897,9.326254996572539,7.944846711001996,1.0986122886681098,7.608374474380783,7.608374474380783
2014-05-02,400000.0,4,2.5,3630,20002,1.5,0,0,3,2300,1330,1979,2014,5172-5198 Heather Ave SE,WA 98092,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,35,0,23632,0.18148185181481852,0.625,907.5,110.19283746556474,0.1667694572346997,1.3862943611198906,7.741099090035366,9.903637541287253,10.070399319380286,8.197263371414335,0.9162907318741551,7.590852123688581,7.608374474380783
2014-05-02,604000.0,3,2.5,3240,20002,2.0,0,2,3,3240,0,1995,1995,30822 36th Ct SW,WA 98023,USA,False,True,False,False,False,True,False,False,False,True,False,False,False,5,2014,19,19,23242,0.16198380161983802,0.8333333333333334,1080.0,186.41975308641975,0.15012871824635765,1.3862943611198906,8.083637203141548,9.903637541287253,10.053759290414428,8.083637203141548,1.0986122886681098,7.59890045687141,7.59890045687141
2014-05-02,440000.0,2,1.0,800,4850,1.0,0,0,4,800,0,1944,1944,4801-4899 6th Ave NW,WA 98107,USA,False,False,False,False,False,False,True,False,False,False,False,False,True,5,2014,70,70,5650,0.16494845360824742,0.5,400.0,550.0,0.15267684020895772,1.6094379124341003,6.68586094706836,8.486940148245216,8.639587799629844,6.68586094706836,0.6931471805599453,7.573017256052546,7.573017256052546
2014-05-02,287200.0,3,3.0,1850,19966,1.0,0,0,4,1090,760,1992,1992,23017 SE 281st Ct,WA 98038,USA,False,False,False,False,False,False,True,False,False,True,False,False,False,5,2014,22,22,21816,0.09265751778022638,1.0,616.6666666666666,155.24324324324326,0.08861281862905394,1.6094379124341003,6.994849985833071,9.901836189786897,9.990444761392025,7.523481312573497,0.6931471805599453,7.597396320212795,7.597396320212795
2014-05-02,403000.0,3,2.0,1960,13100,1.0,0,2,5,1650,310,1957,1957,17825 4th Ave SW,WA 98166,USA,False,True,False,False,False,False,False,True,False,True,False,False,False,5,2014,57,57,15060,0.14961832061068703,0.6666666666666666,653.3333333333334,205.6122448979592,0.13942999216464166,1.791759469228055,7.409136443920128,9.48044384215367,9.619863900211849,7.581209826196346,0.6931471805599453,7.579678823090456,7.579678823090456
2014-05-02,750000.0,3,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009,3628 59th Ave SW,WA 98116,USA,False,True,False,False,False,False,True,False,False,False,False,False,True,5,2014,59,5,8940,0.3648854961832061,0.8333333333333334,796.6666666666666,313.8075313807531,0.31107053953826225,1.6094379124341003,7.273092595999522,8.787372988731876,9.098402718735318,7.779466967458324,0.6931471805599453,7.578656850594762,7.605890001053122
2014-05-02,335000.0,3,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000,4460 332nd Ave SE,WA 98024,USA,False,False,False,False,False,False,True,False,False,True,False,False,False,5,2014,36,14,17795,0.09744064138143695,0.75,526.6666666666666,212.0253164556962,0.09298077920287472,1.6094379124341003,7.365812837209472,9.693753688131835,9.786728991925932,7.365812837209472,0.6931471805599453,7.590346945602565,7.601402334583733
2014-05-02,260000.0,4,2.0,1480,8625,1.0,0,0,4,1480,0,1974,1974,2019 Aberdeen Pl SE,WA 98055,USA,False,False,False,False,False,False,True,False,False,False,False,True,False,5,2014,40,40,10105,0.17159420289855074,0.5,370.0,175.67567567567568,0.1583653879381609,1.6094379124341003,7.300472814267799,9.062536177207788,9.220884585851854,7.300472814267799,0.6931471805599453,7.5883236773352225,7.5883236773352225
2014-05-02,308500.0,2,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,121 NE 147th St,WA 98155,USA,False,False,False,False,False,False,True,False,False,True,False,False,False,5,2014,64,31,7024,0.137674117265954,0.5,425.0,362.94117647058823,0.128985930252848,1.6094379124341003,6.7464121285733745,8.728264161496178,8.857230494201946,6.7464121285733745,0.6931471805599453,7.576097340623111,7.592870287844818
2014-05-02,439950.0,3,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009,4458 51st Ave SW,WA 98116,USA,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,24,5,4645,0.6156521739130435,0.8333333333333334,590.0,248.5593220338983,0.47973869801648805,1.3862943611198906,7.479299637782834,7.964155718840937,8.443761913330354,7.479299637782834,1.0986122886681098,7.596392304064196,7.605890001053122
2014-05-02,235000.0,2,1.0,1210,9400,1.0,0,0,2,1210,0,1949,1949,7542 21st Ave SW,WA 98106,USA,False,False,False,False,True,False,False,False,False,False,False,False,True,5,2014,65,65,10610,0.12872340425531914,0.5,605.0,194.21487603305786,0.12108726334993354,1.0986122886681098,7.099201743553092,9.148571345578551,9.269646477873591,7.099201743553092,0.6931471805599453,7.575584651557793,7.575584651557793
2014-05-02,315000.0,3,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997,15804 198th Pl NE,WA 98077,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,46,17,10340,0.12636165577342048,0.3333333333333333,386.6666666666667,271.55172413793105,0.11899266444788398,1.3862943611198906,7.057036981697891,9.1248914101437,9.243871855184976,7.057036981697891,0.6931471805599453,7.585281078639126,7.599901959208498
2014-05-02,437500.0,3,2.25,1970,20002,2.0,0,0,4,1970,0,1977,1977,26069 SE 154th St,WA 98027,USA,False,False,False,False,False,False,True,False,False,True,False,False,False,5,2014,37,37,21972,0.0984901509849015,0.75,656.6666666666666,222.08121827411168,0.09393664692604967,1.6094379124341003,7.58629630715272,9.903637541287253,9.997569705897266,7.58629630715272,1.0986122886681098,7.589841512182657,7.589841512182657
2014-05-02,407500.0,3,2.5,1930,10460,2.0,0,0,3,1930,0,1996,1996,4314 NE 6th Pl,WA 98059,USA,False,False,False,False,False,True,False,False,False,False,False,True,False,5,2014,18,18,12390,0.18451242829827916,0.8333333333333334,643.3333333333334,211.13989637305698,0.16933123700427424,1.3862943611198906,7.565793282428515,9.25540933534376,9.424725681616493,7.565793282428515,1.0986122886681098,7.599401333415815,7.599401333415815
2014-05-02,445700.0,3,2.5,1270,1180,3.0,0,0,3,1270,0,2001,2001,2640 NW 56th St,WA 98107,USA,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,13,13,2450,1.076271186440678,0.8333333333333334,423.3333333333333,350.9448818897638,0.7305735860790622,1.3862943611198906,7.147559271189454,7.074116816197362,7.804251383528112,7.147559271189454,1.3862943611198906,7.601901959875166,7.601901959875166
2014-05-02,838000.0,4,2.5,3310,20002,2.0,0,0,3,3310,0,2001,2001,15712 NE 136th Pl,WA 98052,USA,False,False,False,False,False,True,False,False,False,False,True,False,False,5,2014,13,13,23312,0.16548345165483452,0.625,827.5,253.17220543806647,0.15313598089852473,1.3862943611198906,8.105005537547246,9.903637541287253,10.056766423877352,8.105005537547246,1.0986122886681098,7.601901959875166,7.601901959875166
2014-05-02,630000.0,4,2.75,2710,20002,2.0,0,0,3,2710,0,2000,2000,26429 SE 154th Pl,WA 98027,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,14,14,22712,0.1354864513548645,0.6875,677.5,232.47232472324723,0.12706115061634574,1.3862943611198906,7.905072849498666,9.903637541287253,10.030692726771417,7.905072849498666,1.0986122886681098,7.601402334583733,7.601402334583733
2014-05-02,550000.0,3,1.75,2910,20002,1.5,0,0,3,2910,0,1979,2014,3923 229th Pl SE,WA 98075,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,35,0,22912,0.1454854514548545,0.5833333333333334,970.0,189.00343642611685,0.1358285222239108,1.3862943611198906,7.976251943745623,9.903637541287253,10.039459714059342,7.976251943745623,0.9162907318741551,7.590852123688581,7.608374474380783
2014-05-02,805000.0,3,2.0,2710,4500,1.5,0,0,4,1880,830,1929,1929,6222 30th Ave NE,WA 98115,USA,False,False,False,False,False,False,True,False,False,False,False,False,True,5,2014,85,85,7210,0.6022222222222222,0.6666666666666666,903.3333333333334,297.0479704797048,0.4713915545205836,1.6094379124341003,7.53955882930103,8.412054873292933,8.88336291691676,7.905072849498666,0.9162907318741551,7.5652752818989315,7.5652752818989315
2014-05-02,284000.0,3,1.75,1800,20002,1.0,0,0,3,1800,0,1968,1997,32418 NE 50th St,WA 98014,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,46,17,21802,0.08999100089991001,0.5833333333333334,600.0,157.77777777777777,0.08616944015184248,1.3862943611198906,7.496097345175956,9.903637541287253,9.989802853988047,7.496097345175956,0.6931471805599453,7.585281078639126,7.599901959208498
2014-05-02,470000.0,5,2.5,2210,9655,1.0,0,0,3,1460,750,1976,1976,19334 89th Ave NE,WA 98011,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,38,38,11865,0.2288969445882962,0.5,442.0,212.66968325791856,0.2061169740072491,1.3862943611198906,7.2868764117507,9.175334762777368,9.381432446818588,7.701200180857446,0.6931471805599453,7.589335823170617,7.589335823170617
2014-05-02,430000.0,4,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,4071 156th Ave SE,WA 98006,USA,False,False,False,False,False,False,True,False,False,False,False,False,False,5,2014,60,35,11920,0.192,0.375,480.0,223.95833333333334,0.17563256864315802,1.6094379124341003,6.976348070447749,9.210440366976517,9.386056829718001,7.560601162768557,0.6931471805599453,7.578145472419466,7.590852123688581
2014-05-02,491500.0,4,1.75,2190,20002,1.0,0,2,3,2190,0,1968,1997,36850 204th Ave SE,WA 98092,USA,False,True,False,False,False,True,False,False,False,True,False,False,False,5,2014,46,17,22192,0.10948905109489052,0.4375,547.5,224.42922374429224,0.10389959501815148,1.3862943611198906,7.692113339595466,9.903637541287253,10.007532202822729,7.692113339595466,0.6931471805599453,7.585281078639126,7.599901959208498
2014-05-02,785000.0,5,3.25,3660,11995,2.0,0,2,3,3660,0,2006,2006,7425 Snowberry Ave SE,WA 98065,USA,False,True,False,False,False,True,False,False,False,True,False,False,False,5,2014,8,8,15655,0.3051271363067945,0.65,732.0,214.4808743169399,0.26630045848671113,1.3862943611198906,8.205491613120236,9.392328539868899,9.658609509075912,8.205491613120236,1.0986122886681098,7.604396348796338,7.604396348796338
2014-05-02,385000.0,3,3.25,1320,1327,2.0,0,0,3,1040,280,2008,2008,3400 21st Ave W,WA 98199,USA,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,6,6,2647,0.9947249434815373,1.0833333333333333,440.0,291.6666666666667,0.6905061678948937,1.3862943611198906,6.947937068614969,7.191429330036379,7.881559917056899,7.186144304522325,1.0986122886681098,7.605392364814935,7.605392364814935
2014-05-02,295000.0,2,2.5,1630,1368,2.0,0,0,3,1280,350,2009,2009,5944-6082 Delridge Way SW,WA 98106,USA,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,5,5,2998,1.1915204678362572,1.25,815.0,180.98159509202455,0.7845955804800472,1.3862943611198906,7.155396301896734,7.221835825288449,8.00603417874901,7.396948602621014,1.0986122886681098,7.605890001053122,7.605890001053122
2014-05-02,555000.0,4,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,35229 SE Terrace St,WA 98065,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,2,102,9810,0.5092307692307693,0.625,827.5,167.67371601208458,0.4116000966756803,1.3862943611198906,8.105005537547246,8.77971129020447,9.19125948416339,8.105005537547246,1.0986122886681098,7.607381425639791,7.556427969440253
2014-05-02,459990.0,3,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,13800 453rd Ave SE,WA 98045,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,1,91,8219,0.48384184870915325,0.8333333333333334,893.3333333333334,171.63805970149255,0.3946345681153961,1.3862943611198906,7.893945138235959,8.61974977974133,9.014325488050225,7.893945138235959,1.0986122886681098,7.607878073278507,7.562161631225652
2014-05-02,625000.0,4,3.25,2730,20002,1.0,0,0,3,1560,1170,2007,2007,9927 174th Ave SE,WA 98059,USA,False,False,False,False,False,True,False,False,False,False,False,True,False,5,2014,7,7,22732,0.1364863513648635,0.8125,682.5,228.93772893772893,0.12794135488055075,1.3862943611198906,7.353081920515432,9.903637541287253,10.031572892299346,7.912423121473705,0.6931471805599453,7.60489448081162,7.60489448081162
2014-05-02,300000.0,3,2.5,2540,5050,2.0,0,0,3,2540,0,2006,2006,29734 215th Terrace SE,WA 98042,USA,False,False,False,False,False,True,False,False,False,True,False,False,False,5,2014,8,8,7590,0.502970297029703,0.8333333333333334,846.6666666666666,118.11023622047244,0.4074433481202701,1.3862943611198906,7.840312983320164,8.527341522468053,8.934718614016768,7.840312983320164,1.0986122886681098,7.604396348796338,7.604396348796338
